city,postcode,living_space,rooms,rent,description,year_built,floor,rent_per_sqm,scam_label,city_tier
Düsseldorf,40219,123.6,4.5,649.0,Too good to be true? It's real! Just send deposit first.,1909,6,5.25,1,2
Nuremberg,90408,88.6,3.2,1555.0,"Quiet neighborhood, perfect for families.",1983,1,17.55,0,3
Hannover,30167,82.2,2.9,1049.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1968,6,12.76,0,3
Hamburg,20097,73.2,2.0,1140.0,Green surroundings with garden access.,1938,3,15.57,0,2
Munich,81667,119.9,4.4,2626.0,Sonnige Südausrichtung mit großer Terrasse.,1931,7,21.9,0,1
Munich,80331,64.5,2.0,1009.0,Newly built apartment with underground parking.,1945,8,15.64,0,1
Hamburg,20146,112.2,3.8,2708.0,"Quiet neighborhood, perfect for families.",1945,0,24.13,0,2
Düsseldorf,40219,101.4,3.5,1568.0,Bright apartment with great views of the city.,1912,6,15.46,0,2
Frankfurt,60316,147.3,4.5,2244.0,Bright apartment with great views of the city.,1941,6,15.23,0,1
Hamburg,20146,139.0,4.5,1891.0,"Quiet neighborhood, perfect for families.",1989,8,13.6,0,2
Hamburg,20099,126.5,4.1,2264.0,Altbauwohnung mit hohen Decken und Parkettboden.,1968,1,17.9,0,2
Essen,45130,58.5,2.2,600.0,Altbauwohnung mit hohen Decken und Parkettboden.,2021,2,10.26,0,4
Duisburg,47059,132.5,4.0,958.0,Green surroundings with garden access.,1901,5,7.23,0,4
Cologne,50672,113.0,4.1,693.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2024,3,6.14,1,2
Essen,45128,49.3,2.0,313.0,Well-maintained building with elevator.,1946,4,6.35,0,4
Berlin,10243,147.6,5.2,1634.0,Moderne Wohnung mit Fußbodenheizung.,1986,7,11.07,0,2
Leipzig,04107,66.3,1.8,723.0,Sonnige Südausrichtung mit großer Terrasse.,2012,1,10.9,0,3
Hamburg,20099,138.1,4.9,1989.0,Sonnige Südausrichtung mit großer Terrasse.,1961,8,14.4,0,2
Frankfurt,60318,96.4,2.9,2058.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1962,2,21.35,0,1
Essen,45131,120.6,4.5,659.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1953,2,5.46,0,4
Stuttgart,70186,55.9,2.1,840.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1996,3,15.03,0,1
Essen,45127,31.4,1.2,214.0,Green surroundings with garden access.,1911,8,6.82,0,4
Stuttgart,70180,136.4,4.3,597.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1957,2,4.37,1,1
Hamburg,20099,99.7,3.5,1712.0,Sonnige Südausrichtung mit großer Terrasse.,1914,7,17.17,0,2
Nuremberg,90419,86.8,3.3,974.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1917,2,11.22,0,3
Munich,80333,92.1,3.0,2473.0,Close to university and city center.,1969,8,26.85,0,1
Nuremberg,90408,148.2,5.2,1660.0,Bright apartment with great views of the city.,1904,5,11.2,0,3
Munich,80333,87.8,3.3,1355.0,Frisch saniert mit neuer Küche und Bad.,1953,1,15.43,0,1
Cologne,50674,64.2,2.3,1033.0,Moderne Wohnung mit Fußbodenheizung.,1911,1,16.1,0,2
Düsseldorf,40219,64.4,2.4,881.0,Well-maintained building with elevator.,2009,5,13.68,0,2
Dortmund,44143,71.4,2.6,278.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2023,2,3.9,1,4
Munich,80331,48.6,2.1,396.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,2006,0,8.14,1,1
Nuremberg,90409,131.4,4.5,1692.0,Close to university and city center.,1925,5,12.88,0,3
Munich,80333,106.7,3.7,2039.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1950,2,19.11,0,1
Frankfurt,60316,124.9,4.1,1779.0,"Quiet neighborhood, perfect for families.",1984,0,14.24,0,1
Essen,45131,82.9,3.1,1071.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1922,3,12.91,0,4
Frankfurt,60325,136.0,4.9,2660.0,Altbauwohnung mit hohen Decken und Parkettboden.,2024,6,19.56,0,1
Hamburg,20144,41.6,1.2,1198.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1910,5,28.8,0,2
Duisburg,47053,83.1,2.7,652.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1937,2,7.85,0,4
Düsseldorf,40219,49.1,2.1,541.0,Newly built apartment with underground parking.,1901,1,11.02,0,2
Dortmund,44139,26.9,1.0,215.0,"Quiet neighborhood, perfect for families.",1997,2,7.99,0,4
Cologne,50674,118.0,3.9,1526.0,Modern renovated apartment near public transport.,1967,6,12.93,0,2
Dortmund,44143,76.0,2.4,596.0,"Quiet neighborhood, perfect for families.",1914,7,7.84,0,4
Nuremberg,90402,39.0,1.0,443.0,"Quiet neighborhood, perfect for families.",1920,0,11.36,0,3
Dortmund,44139,56.3,1.7,404.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1927,8,7.18,0,4
Frankfurt,60325,57.7,1.9,876.0,Sonnige Südausrichtung mit großer Terrasse.,1903,1,15.18,0,1
Düsseldorf,40219,50.8,1.8,734.0,Sonnige Südausrichtung mit großer Terrasse.,2016,6,14.45,0,2
Berlin,10179,90.2,3.1,1300.0,Frisch saniert mit neuer Küche und Bad.,2001,8,14.41,0,2
Stuttgart,70182,68.8,2.3,719.0,Too good to be true? It's real! Just send deposit first.,1905,1,10.45,1,1
Nuremberg,90402,61.5,1.7,583.0,Newly built apartment with underground parking.,1939,4,9.48,0,3
Dortmund,44145,25.7,1.0,229.0,Newly built apartment with underground parking.,1953,4,8.91,0,4
Düsseldorf,40210,68.9,2.0,923.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1997,7,13.4,0,2
Nuremberg,90403,123.3,4.0,1690.0,Close to university and city center.,1962,3,13.71,0,3
Cologne,50668,65.2,2.5,668.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1953,5,10.25,0,2
Leipzig,04109,124.3,4.2,1101.0,Modern renovated apartment near public transport.,1982,6,8.86,0,3
Essen,45131,64.8,2.0,232.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1914,1,3.57,1,4
Hannover,30161,53.5,2.2,175.0,I won the lottery and leaving Germany. Quick decision needed.,1952,5,3.28,1,3
Nuremberg,90408,131.8,4.7,1443.0,Frisch saniert mit neuer Küche und Bad.,1933,3,10.95,0,3
Leipzig,04107,132.0,4.2,1077.0,Modern renovated apartment near public transport.,1923,5,8.16,0,3
Munich,80333,101.5,2.9,2144.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2015,5,21.12,0,1
Berlin,10243,85.1,2.9,1570.0,Close to university and city center.,1933,8,18.45,0,2
Dortmund,44135,53.2,2.0,714.0,Green surroundings with garden access.,1985,2,13.42,0,4
Hamburg,20146,45.5,1.6,575.0,Well-maintained building with elevator.,1989,6,12.64,0,2
Frankfurt,60322,127.2,4.1,660.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",1940,6,5.19,1,1
Leipzig,04103,33.5,1.2,289.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1928,8,8.63,0,3
Dresden,01099,51.9,1.4,665.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2018,4,12.81,0,3
Hamburg,20146,105.6,3.6,1806.0,Close to university and city center.,1979,1,17.1,0,2
Essen,45134,97.2,3.4,756.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1931,8,7.78,0,4
Berlin,10179,35.9,1.0,154.0,Too good to be true? It's real! Just send deposit first.,1984,2,4.29,1,2
Dortmund,44139,100.0,3.8,995.0,Altbauwohnung mit hohen Decken und Parkettboden.,1923,5,9.95,0,4
Cologne,50676,105.5,4.0,627.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1943,4,5.94,1,2
Dresden,01099,124.9,4.0,2255.0,Sonnige Südausrichtung mit großer Terrasse.,1923,8,18.05,0,3
Leipzig,04109,121.8,3.9,1095.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1963,0,8.99,0,3
Dortmund,44143,126.2,4.3,746.0,Close to university and city center.,1944,7,5.91,0,4
Hamburg,20099,126.9,3.7,1399.0,Frisch saniert mit neuer Küche und Bad.,1901,1,11.02,0,2
Cologne,50676,73.5,2.5,956.0,Bright apartment with great views of the city.,2008,5,13.01,0,2
Düsseldorf,40217,48.4,1.8,664.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1961,3,13.72,0,2
Hamburg,20095,96.1,2.7,1568.0,Moderne Wohnung mit Fußbodenheizung.,2015,3,16.32,0,2
Dresden,01069,33.4,1.5,444.0,Close to university and city center.,1944,6,13.29,0,3
Berlin,10117,67.7,2.4,570.0,"Ich bin im Ausland, bitte Miete vorab überweisen für Schlüsselübergabe.",2004,8,8.42,1,2
Düsseldorf,40219,105.2,3.1,2600.0,"Quiet neighborhood, perfect for families.",2019,6,24.72,0,2
Duisburg,47053,141.9,5.2,800.0,Newly built apartment with underground parking.,1926,5,5.64,0,4
Dortmund,44143,146.8,5.0,1713.0,Moderne Wohnung mit Fußbodenheizung.,1960,6,11.67,0,4
Düsseldorf,40211,87.6,3.0,1440.0,Moderne Wohnung mit Fußbodenheizung.,2005,2,16.44,0,2
Dresden,01127,81.8,3.1,806.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1971,5,9.85,0,3
Frankfurt,60311,37.6,1.2,527.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2010,0,14.02,0,1
Dortmund,44141,110.9,3.3,900.0,Newly built apartment with underground parking.,1911,2,8.12,0,4
Dresden,01099,61.4,2.5,612.0,Close to university and city center.,1942,8,9.97,0,3
Dortmund,44141,101.4,3.6,1626.0,Sonnige Südausrichtung mit großer Terrasse.,1984,8,16.03,0,4
Dortmund,44143,53.8,1.9,498.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1921,8,9.26,0,4
Hamburg,20148,25.4,1.0,201.0,"Cannot meet in person, will send keys by mail after payment.",1903,2,7.89,1,2
Leipzig,04103,132.5,4.4,1725.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1951,5,13.02,0,3
Munich,80331,112.1,3.9,2357.0,Sonnige Südausrichtung mit großer Terrasse.,1959,0,21.03,0,1
Stuttgart,70180,125.4,3.8,1600.0,Altbauwohnung mit hohen Decken und Parkettboden.,1961,8,12.76,0,1
Essen,45134,97.8,3.1,914.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1988,4,9.35,0,4
Munich,80469,96.9,3.1,2759.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1981,3,28.47,0,1
Leipzig,04107,61.1,2.3,123.0,"I am currently abroad, please send deposit via Western Union before viewing.",1985,5,2.02,1,3
Hannover,30161,98.4,3.3,911.0,Moderne Wohnung mit Fußbodenheizung.,1981,0,9.26,0,3
Leipzig,04103,31.1,1.2,272.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1981,8,8.75,0,3
Dortmund,44145,131.3,4.0,912.0,Frisch saniert mit neuer Küche und Bad.,1919,8,6.95,0,4
Cologne,50674,107.6,4.0,1190.0,Well-maintained building with elevator.,1967,5,11.06,0,2
Hamburg,20095,133.9,4.6,2892.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2015,3,21.6,0,2
Cologne,50676,87.8,3.0,959.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1975,7,10.92,0,2
Cologne,50672,131.5,4.7,1940.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1949,6,14.75,0,2
Berlin,10178,142.8,4.4,1047.0,Too good to be true? It's real! Just send deposit first.,1923,3,7.33,1,2
Berlin,10963,124.9,4.0,1222.0,Altbauwohnung mit hohen Decken und Parkettboden.,1932,2,9.78,0,2
Düsseldorf,40210,78.4,2.5,1145.0,Modern renovated apartment near public transport.,1933,3,14.6,0,2
Hamburg,20148,64.6,2.3,804.0,Well-maintained building with elevator.,1904,7,12.45,0,2
Hamburg,20144,138.2,4.4,2634.0,"Quiet neighborhood, perfect for families.",1992,7,19.06,0,2
Düsseldorf,40217,58.3,2.0,833.0,Bright apartment with great views of the city.,1913,1,14.29,0,2
Essen,45128,90.2,2.5,780.0,Well-maintained building with elevator.,1954,8,8.65,0,4
Nuremberg,90402,68.1,2.5,670.0,Modern renovated apartment near public transport.,1964,0,9.84,0,3
Dresden,01067,144.8,4.5,1565.0,Newly built apartment with underground parking.,1927,8,10.81,0,3
Nuremberg,90403,59.4,2.1,573.0,Close to university and city center.,1934,5,9.65,0,3
Cologne,50672,71.1,2.4,734.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1919,1,10.32,0,2
Dresden,01069,69.3,2.3,540.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1935,3,7.79,0,3
Dortmund,44143,47.8,1.4,308.0,Altbauwohnung mit hohen Decken und Parkettboden.,1911,5,6.44,0,4
Leipzig,04179,111.8,3.5,956.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1972,8,8.55,0,3
Nuremberg,90409,37.9,1.5,499.0,Altbauwohnung mit hohen Decken und Parkettboden.,1909,3,13.17,0,3
Essen,45134,136.6,4.8,412.0,"Cannot meet in person, will send keys by mail after payment.",1981,1,3.01,1,4
Hamburg,20144,145.7,5.1,3430.0,"Quiet neighborhood, perfect for families.",1917,6,23.54,0,2
Hannover,30161,124.5,4.3,1240.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1940,0,9.96,0,3
Duisburg,47059,82.6,2.8,664.0,Sonnige Südausrichtung mit großer Terrasse.,1926,1,8.04,0,4
Dortmund,44141,115.4,3.7,694.0,Well-maintained building with elevator.,1999,3,6.01,0,4
Dortmund,44141,140.5,4.4,747.0,Newly built apartment with underground parking.,1928,0,5.32,0,4
Cologne,50670,33.7,1.0,834.0,Modern renovated apartment near public transport.,2014,7,24.76,0,2
Nuremberg,90409,91.3,3.1,1128.0,Altbauwohnung mit hohen Decken und Parkettboden.,1928,8,12.35,0,3
Essen,45133,83.5,2.5,791.0,Well-maintained building with elevator.,2015,7,9.47,0,4
Essen,45131,50.6,1.8,334.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1992,8,6.6,0,4
Frankfurt,60316,69.9,2.6,341.0,My company is relocating me abroad. Send first month rent to reserve.,1933,2,4.87,1,1
Dresden,01099,116.5,3.7,2009.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1926,8,17.24,0,3
Leipzig,04109,105.1,3.7,239.0,"I am currently abroad, please send deposit via Western Union before viewing.",1981,2,2.27,1,3
Duisburg,47057,101.0,3.0,424.0,Modern renovated apartment near public transport.,1915,0,4.2,0,4
Frankfurt,60322,123.9,4.1,1641.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1920,0,13.24,0,1
Berlin,10119,81.3,2.7,1624.0,Newly built apartment with underground parking.,1984,8,19.98,0,2
Dortmund,44141,75.5,2.3,588.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2015,3,7.79,0,4
Berlin,10119,125.4,3.8,597.0,"Cannot meet in person, will send keys by mail after payment.",1918,1,4.76,1,2
Duisburg,47055,49.1,2.0,408.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1932,5,8.31,0,4
Dortmund,44143,77.3,2.8,433.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1922,2,5.6,0,4
Cologne,50668,78.3,2.4,1087.0,Green surroundings with garden access.,2015,1,13.88,0,2
Dortmund,44143,120.3,4.5,654.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1907,3,5.44,0,4
Frankfurt,60322,57.8,1.5,390.0,I won the lottery and leaving Germany. Quick decision needed.,1967,3,6.74,1,1
Duisburg,47055,135.5,4.7,995.0,Bright apartment with great views of the city.,1930,7,7.34,0,4
Frankfurt,60316,46.5,1.2,773.0,Modern renovated apartment near public transport.,2019,0,16.62,0,1
Essen,45127,30.1,1.1,256.0,Modern renovated apartment near public transport.,1922,2,8.5,0,4
Hamburg,20148,97.4,2.9,1692.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,2010,8,17.37,0,2
Nuremberg,90408,114.1,3.6,1328.0,Moderne Wohnung mit Fußbodenheizung.,2006,6,11.64,0,3
Dortmund,44145,36.8,1.4,267.0,Bright apartment with great views of the city.,2005,0,7.26,0,4
Duisburg,47057,35.9,1.0,321.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2015,3,8.94,0,4
Nuremberg,90403,78.0,3.0,849.0,Bright apartment with great views of the city.,1947,7,10.88,0,3
Hamburg,20095,142.9,4.5,1833.0,Frisch saniert mit neuer Küche und Bad.,2005,2,12.83,0,2
Stuttgart,70180,85.8,2.6,3282.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",2014,7,38.26,0,1
Düsseldorf,40215,36.0,1.0,554.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2020,6,15.39,0,2
Leipzig,04109,45.7,1.9,322.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2018,6,7.05,0,3
Berlin,10119,137.8,4.4,3916.0,Newly built apartment with underground parking.,2024,7,28.41,0,2
Dresden,01097,46.7,1.5,409.0,Moderne Wohnung mit Fußbodenheizung.,2014,6,8.76,0,3
Leipzig,04109,120.1,3.9,772.0,Sonnige Südausrichtung mit großer Terrasse.,2019,0,6.43,0,3
Hamburg,20148,133.4,4.1,1486.0,Frisch saniert mit neuer Küche und Bad.,1902,0,11.14,0,2
Duisburg,47053,58.3,1.7,444.0,Frisch saniert mit neuer Küche und Bad.,1937,6,7.62,0,4
Berlin,10963,122.5,4.4,1375.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1932,6,11.22,0,2
Stuttgart,70178,133.2,4.4,2324.0,Sonnige Südausrichtung mit großer Terrasse.,1968,2,17.45,0,1
Berlin,10178,45.5,1.4,601.0,Frisch saniert mit neuer Küche und Bad.,1976,4,13.21,0,2
Cologne,50672,130.5,4.7,2207.0,Newly built apartment with underground parking.,2020,4,16.91,0,2
Dortmund,44145,52.2,1.9,541.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1994,4,10.36,0,4
Munich,80469,126.9,4.1,1710.0,Newly built apartment with underground parking.,1930,3,13.48,0,1
Frankfurt,60322,125.6,4.1,3551.0,Sonnige Südausrichtung mit großer Terrasse.,1928,5,28.27,0,1
Hannover,30167,59.1,2.4,608.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1961,2,10.29,0,3
Nuremberg,90402,36.7,1.0,158.0,Payment required before viewing. Keys will be mailed to you.,1906,6,4.3,1,3
Leipzig,04177,49.1,1.7,448.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1903,5,9.11,0,3
Hamburg,20097,34.4,1.0,545.0,Well-maintained building with elevator.,1992,0,15.84,0,2
Hannover,30167,87.4,3.3,1051.0,Well-maintained building with elevator.,1960,3,12.03,0,3
Duisburg,47057,92.4,3.2,728.0,Newly built apartment with underground parking.,1957,2,7.88,0,4
Stuttgart,70173,46.8,2.0,862.0,Altbauwohnung mit hohen Decken und Parkettboden.,2008,2,18.42,0,1
Munich,80331,39.7,1.6,817.0,"Quiet neighborhood, perfect for families.",1966,0,20.58,0,1
Frankfurt,60316,136.0,4.7,2384.0,Bright apartment with great views of the city.,2010,6,17.53,0,1
Berlin,10178,116.5,4.0,886.0,"Cannot meet in person, will send keys by mail after payment.",1991,5,7.61,1,2
Cologne,50668,57.0,2.1,663.0,Bright apartment with great views of the city.,1940,3,11.63,0,2
Nuremberg,90429,47.0,1.3,663.0,"Quiet neighborhood, perfect for families.",1992,8,14.11,0,3
Frankfurt,60325,125.7,4.3,1000.0,URGENT: Must rent immediately. Wire transfer required before keys.,1961,3,7.95,1,1
Düsseldorf,40213,142.2,4.4,2087.0,Frisch saniert mit neuer Küche und Bad.,1994,3,14.68,0,2
Hamburg,20144,145.5,4.4,1789.0,Moderne Wohnung mit Fußbodenheizung.,1900,1,12.3,0,2
Essen,45134,66.3,2.4,265.0,Keine Besichtigung möglich. Schlüssel werden nach Zahlung geschickt.,1950,8,3.99,1,4
Berlin,10117,68.0,2.1,952.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1981,0,14.0,0,2
Berlin,10115,132.3,3.9,1391.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1938,4,10.51,0,2
Essen,45127,117.9,4.0,746.0,"Quiet neighborhood, perfect for families.",1980,4,6.33,0,4
Duisburg,47055,82.8,3.2,461.0,Newly built apartment with underground parking.,1996,4,5.57,0,4
Nuremberg,90419,86.4,2.8,1093.0,Well-maintained building with elevator.,1994,0,12.65,0,3
Dresden,01069,144.2,4.5,1657.0,Sonnige Südausrichtung mit großer Terrasse.,1955,3,11.49,0,3
Frankfurt,60316,57.8,1.8,1043.0,Moderne Wohnung mit Fußbodenheizung.,1997,2,18.04,0,1
Frankfurt,60316,30.9,1.0,478.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1910,5,15.47,0,1
Munich,81667,102.3,3.8,2712.0,"Quiet neighborhood, perfect for families.",1906,6,26.51,0,1
Leipzig,04177,75.8,2.8,706.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,2002,6,9.31,0,3
Stuttgart,70178,55.7,2.0,920.0,Sonnige Südausrichtung mit großer Terrasse.,1938,3,16.52,0,1
Hannover,30167,40.1,1.4,461.0,Frisch saniert mit neuer Küche und Bad.,1938,2,11.5,0,3
Hannover,30169,102.7,3.5,1030.0,Well-maintained building with elevator.,1992,0,10.03,0,3
Hamburg,20146,78.3,2.8,1359.0,"Quiet neighborhood, perfect for families.",1927,4,17.36,0,2
Essen,45133,27.4,1.0,206.0,Modern renovated apartment near public transport.,1974,5,7.52,0,4
Stuttgart,70188,77.5,2.6,414.0,Sehr günstig wegen Umzug ins Ausland. Kaution vorab überweisen.,1908,3,5.34,1,1
Hamburg,20099,110.2,3.3,1493.0,Altbauwohnung mit hohen Decken und Parkettboden.,1965,3,13.55,0,2
Nuremberg,90429,31.3,1.1,369.0,Bright apartment with great views of the city.,1917,4,11.79,0,3
Cologne,50668,95.2,2.7,1331.0,Well-maintained building with elevator.,2022,3,13.98,0,2
Duisburg,47053,76.1,2.4,781.0,Sonnige Südausrichtung mit großer Terrasse.,1947,8,10.26,0,4
Leipzig,04105,147.6,5.2,422.0,My company is relocating me abroad. Send first month rent to reserve.,1944,0,2.86,1,3
Nuremberg,90402,131.8,4.3,1324.0,Well-maintained building with elevator.,2009,6,10.05,0,3
Frankfurt,60325,85.0,2.8,536.0,My company is relocating me abroad. Send first month rent to reserve.,1949,2,6.31,1,1
Stuttgart,70182,33.9,1.0,700.0,Gepflegtes Mehrfamilienhaus in guter Lage.,1983,3,20.65,0,1
Duisburg,47055,58.2,2.4,435.0,Gemütliche 2-Zimmer Wohnung mit Einbauküche.,1942,7,7.47,0,4
Düsseldorf,40210,70.8,2.0,1014.0,Schöne helle Wohnung im Altbau mit Balkon. Ruhige Lage.,1979,8,14.32,0,2
Essen,45131,94.5,3.4,989.0,Frisch saniert mit neuer Küche und Bad.,1910,5,10.47,0,4
Berlin,10119,46.5,2.0,933.0,Bright apartment with great views of the city.,2020,6,20.06,0,2
Nuremberg,90403,81.6,2.7,827.0,Bright apartment with great views of the city.,2002,3,10.13,0,3
Düsseldorf,40219,95.7,3.1,1260.0,Close to university and city center.,1919,5,13.17,0,2
Essen,45133,32.4,1.0,321.0,Well-maintained building with elevator.,1988,2,9.91,0,4
Düsseldorf,40219,29.3,1.0,565.0,"Zentrale Lage, alle Einkaufsmöglichkeiten fußläufig erreichbar.",1919,1,19.3,0,2
Stuttgart,70180,118.9,4.2,1963.0,Sonnige Südausrichtung mit großer Terrasse.,1957,4,16.51,0,1
Nuremberg,90429,40.3,1.3,605.0,Close to university and city center.,1902,6,15.0,0,3
